@relation E__libs_dl4j_dl4j-examples_Thesis-MLClassification_Data_Input_WholeText

@attribute text string
@attribute @@class@@ {1,2,3,4,5,6}

@data
'Wundertüte - Büxen Flavour\n\nPünktlich zum Frühlingsanfang veranstalten wir einen besonderen Festschmaus mit Wein, Weib und Gesang🎶💘🎶\nDieses Mal kommen die musikalischen Wunder von Tante Frieda‘s Musikantenstadl💖👏🏻💖\nUm den Partybären wieder aus dem Winterschlaf wach zu rütteln musizieren Patula, Henry Sure, Dj Pasci, Karl Gustav, Don Ramon, Valentino b2b Andreas Ramos und unser Traum-Raubpärchen Bonny & Clyde🙌🏼😍🙌🏼\n\nBonny & Clyde (Wundertüte - Zürich)\nDon Ramon (Frieda Musik - Zürich)\nHenry Sure (Frieda Musik - Zürich)\nKarl Gustav (Frieda Musik - Zürich)\nPasci (Frieda Musik - Zürich)\nPatula (Frieda Musik - Zürich)\nValentino B2B Andreas Ramos (Frieda Musik / baked - Zürich)\n\nDekoration by 🎉Wundertüte-Team🎉',4
'Support: Ebri Knight\n\nGesellschaftskritik. Tanzwut. Spielfreude. Wenn man die italienischen Talco in drei Worten zusammenfassen will landet man unweigerlich bei dieser Essenz. Mit \"Punkchanka\" beschreibt Talco in Anlehnung an die von \"Manu Chao\" gegründete Patchanka-Band \"Manu Negra\" ihren aus Punk-Rock, Folk-, Latin- und Ska-Elementen progressiv weiterentwickelten Musikstil selbst. Derart hat sich eine Mischung herauskristallisiert, die sich durch hymnenhafte Bläser-Sätze, Up-Tempo-Beats, knackige Punk-Rock-Gitarren und eingängige Refrains mit folkloristischer Melodieführung auszeichnet. Ob als Support von den \"Dropkick Murphys\" im Volkshaus, am Greenfield Festival oder letztes Jahr an ihrer Headline-Show im Dynamo, jedes Mal haben sie bewiesen, dass sie eine der energiereichsten und besten Live-Bands sind. Im Februar erscheint nun ihr neues Album \"And The Winner Isn’t\" mit dem sie kurze Zeit später auf Tour gehen. Am 08. März sind Talco wiederum im Dynamo Zürich zu Gast und werden ganz bestimmt für eine grosse Party sorgen!\n\nwww.talcoska.com\nwww.facebook.com/ebriknight\n\nTickets: Starticket\nhttps://www.starticket.ch/de/tickets/talco-20180308-1900-dynamo-saal-zurich\n\nMedienpartner: www.skartnak.com & www.screamthisdate.ch & www.pitfire.net',4
'THE PEPPERMINT TEA GROUP\nEine würzige und kräftige Mischung aus den groovigen Blättern des majestätischen Funkbaumes, gepressten Keimlingen des Rockiscus und den Blüten der Orchidaceae Popmusicus. Leichte Zimtjazzdüfte sowie experimentelle Drum ‘n’ Bass-Knospen schmeicheln angenehm den gesamten Gehörgang und ergänzen dieses wunderbare Gebräu. Verfeinert mit einer extra grossen Portion Spielfreude.\n\nhttps://www.mehrspur.ch/veranstaltungen/peppermint-teagroup\n\nMOTHERSHIP CALDONIA\nMothership Caldonia macht kontrastreichen, lebendigen Sound verbunden mit ansprechenden Live-Shows. Unüberhörbar sind Einflüsse aus dem Funk genauso wie die Farbwelten des Souls, verwoben mit aktuellen Trends aus der Popszene. Mothership Caldonia ist direkt, authentisch und energiegeladen. So vermag es die Band, jede Location in einen Tanzkessel zu verwandeln.\n\nhttps://www.mehrspur.ch/veranstaltungen/mothership-caldonia',4
'PURPLE\nStrictly Nu Skool Hip Hop & UK Grime Dancehall\n\nSaal 23h\nAb 20 Jahren\n\n\nMain Floor:\nDJ MIKE STEEZ\nDJ GRO\nDJ BAZOOKA\n\nHost: MC SHAI\n\nKosmos Floor:\nAFRODISIA\n\nWir bringen euch die grössten Grime Hits aus der UK von Skepta, Stormzy, Section Boyz und viele mehr. Die perfekte Soundmischung von Drake und Future, the Weeknd, Desiigner oder Migos. Hip Hop, Grime, Future Bass und Trap werden das Plaza für einen Abend zum Beben bringen. Mike Steez bringt diesmal die Top Shots  DJ Gro aus Zürich und aus Basel DJ Bazooka.',4
'Nach dieser Party könnt ihr direkt zur Beichte gehen, denn WIR BEFEHLEN EUCH ZU FEIERN und haben jede Menge sündige Aktionen für euch vorbereitet!\n\nUNSERE 10 FEIERGEBOTE:\n\n1. DU SOLLST KEINE ANDEREN CLUBS NEBEN UNS HABEN!\nAlle Freikarten, egal von welchem schweizer Club sind heute bis 24:00 Uhr gültig\n\n2. DU SOLLST DIE NACHT ZUM FEIERN HEILIGEN!\nFür 15,- Fr. bekommst du bis 0.30 Uhr satte 25,- Fr. Getränkefreiverzehr*\n\n3. DU SOLLST DEN NAMEN DES WIRTS NICHT MISSBRAUCHEN!\nWir verschenken 300 coole OMG („Oh mein Gastwirt!“) T-Shirts\n\n4. DU SOLLST NICHT BEGEHREN DEINER FREUNDIN MANN!\nWir verteilen farbige Bänder die deinen Flirtstatus zeigen:\nGRÜN: Ich bin ein freier Engel!\nGELB: Ich bin ein unschlüssiger Engel!\nROT: Ich bin ein Teufel, du verbrennst dich!\nPINK: Ich bin ein süsser Engel... aber für das gleiche Geschlecht! :-)\n\n5. DU SOLLST NICHT ZU VIEL FACEBOOKEN!\nJede/r welche/r im Facebook diese Veranstaltung bis Mittwoch teilt oder zusagt, erhält bis 1:30 Uhr ein Getränk nach Wahl* bis 0,4l for free! (Am Infobüro vorzeigen!).\n\n6. DU SOLLST VATER UND MUTTER EHREN!\nWer seinen Vater oder seine Mutter mitbringt (ID!), erhält 1 Flasche Secco aufs Haus! \n\n7. DU SOLLST DICH NICHT ZU TODE LANGWEILEN!\nPartyeskalation mit Konfettiregen und LED-Lumies\n\n8. DU SOLLST DICH NICHT IN VERSUCHUNG FÜHREN LASSEN! \nNascht jede Menge Salziges und Süsses, welches wir an euch verteilen!\n\n9. DU SOLLST NICHT STEHLEN! \nWir verschenken an euch jede Menge Gifts & Gardets wie CDs, Schlüsselanhänger, Feuerzeuge und Getränkegutscheine* und mehr.\n\n10.DU SOLLST NICHT SO FRÜH NACHHAUSE GEHEN!\nAlle, die bis 4:00 Uhr durchhalten, bekommen Freikarten fürs nächste Mal und gratis ein Katerfrühstück mit Kaffee und Gipfel in unserem Bistro.\n\n*Gilt nicht für Spirituosen und deren Mischgetränke!“\n------------------------------------------------------------------------------------------\n\n//STUDENTEN & STUcard-INHABER\nStudenten zahlen bis 01:00 Uhr nur den halben Eintritt sofern nicht schon reduziert wurde. STUcard-Inhaber erhalten bis 01:30 einen Getränkegutschein von 20.- Fr.*\n\n//AUTOFAHRER\nDu bist in Deiner Gruppe der Autofahrer? Dann bekommst Du gegen Vorlage deines Führerausweises 30\% Rabatt auf alle nichtalkoholischen Getränke! *Check-In gemeinsam: Du und die Gruppe von mindestens 3 Personen.\n\n//GEBURTSTAGE\nDu möchtest Deinen Geburtstag bei uns feiern? Du erhältst von uns, in der gleichen Woche deines Geburtstages, als Geschenk: Freien Eintritt für Dich und 20.- Fr Gutschrift. Ab 5 Freunden in Deiner Begleitung gibt es ein Freigetränk. Auch einen Tisch reservieren wir gerne für Dich gratis (keine Lounge).\nAnmeldung unter reservierung@a2-partyarena.ch\n\n//VIP-LOUNGE-RESERVIERUNGEN\nFeiere günstig in einer unserer exklusiven VIP-Lounges mit Deinen Freunden Deine private Party. Alle Infos und Reservierungen auf unsere Homepage unter www.a2-partyarena.ch\n\n*Gilt nicht an Sonderveranstaltungen. Vergünstigungen sind nicht kumulierbar. Nicht für sprituosenhaltige Getränke.',4
'⚙ FEEL\n⚙ w/ Mahmut Orhan, Cedric Zeyenne, RamSal & Gekko\n⚙ Pre-Sale: http://bit.ly/2G1FuIK\n-\n\nMahmut Orhan. Wer an zukunftsweisende, elektronische Musik denkt, der kommt nicht als Erstes auf die Türkei. Klar… da gibt es einen Onur Özer, aber der ist schon lange mit einem Fuss in Berlin. Dann wäre auch noch Minimüzikhol und ein paar weitere, aber sonst? Einer der seine türkische Heimat mit Nachdruck auf den elektronischen Globus setzt ist Mahmut Orhan. Der Mann aus Bursa ist in den Sektoren Deep House, Indie Dance und Nu Disco anzusiedeln und hat 2015 mit „Age of Emotions“ einen ersten Hit gelandet. Es sollte nicht der letzte bleiben: Sein Song „Feel“ (feat. Sena Şener) wurde zum internationalen Durchbruch für den sympathischen DJ und Produzenten und landete in Polen, Bulgarien, Griechenland, Kasachstan, Rumänien, der Ukraine, Serbien und Russland in den Charts. Dieser Grosserfolg dürfte aber, gemessen an seinem überragenden Talent, nur der Anfang zu einer beeindruckenden Karriere für Mahmut Orhan sein. Nun kommt er also auf ein allererstes Gastspiel in die Härterei.\n-\n\n∙ Facebook: haertereiclub\n∙ Instagram: haertereiclub\n∙ Snapchat: haertereiclubzh',4
'#TURNOVER geht in die nächste Runde. Die Party die für volle Clubs steht, für ein ausgelassenes Ambiente und für schöne Gäste. An der Turnover haben wir alle Rekorde gebrochen. Nun geht es in die nächste Runde.\n\nAn der Musik solls natürlich auch nicht scheitern, es läuft von Partytunes bis über zu Reggaeton und Hip-Hop.\n\nPreise:\nAbendkasse Fr. 25.-\nMit Friendlist Fr. 20.- bis 00.00 Uhr\nMit Girlslist Fr. 10.- bis 23.30 Uhr\n\n\nListe und Loungeverlosung:\nhttp://www.hype-events.ch/events/turnover-0903.html\n\n\n▀▀▀▀▀▀▀▀▀ SNAPCHAT - INSTAGRAM ▀▀▀▀▀▀▀▀▀▀▀▀\n\nAdd us on Instagram:\nhttps://www.instagram.com/hypeevents_zh/\n\nAdd us on Snapchat:\nhttps://www.snapchat.com/add/hypeevents\n\n\n▀▀▀▀▀▀▀▀▀ SPECIALS ▀▀▀▀▀▀▀▀▀▀▀▀\n\n1 Floor\n1 Garten\nFotowall\nAftermovie\n\n\n▀▀▀▀▀▀▀▀▀ LOUNGRESERVATIONEN ▀▀▀▀▀▀▀▀▀▀▀▀\n\nReservationen nehmen wir gerne unter fs@hype-events.ch, im Whatsapp unter 075 412 65 29 oder auf unserer Webseite entgegen.\n\nReserviere jetzt eine von 10 Lounges im Escherwyss Club für deinen perfekten Geburtstag oder einfach zum Eskalieren!\n\n\n▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀ BE A PART OF ▀▀▀▀▀▀▀▀▀▀▀▀▀▀\n\nFür alle welche einen Teil dieser Party werden möchten und mithelfen: Werde Promoter bei Hype Events und erhalte coole Vorteile an unseren Events. Unter anderem: Free Entry inkl. Begleitpersonen, bevorzugter Einlass. An einigen Events kannst du zusätzlich mit Ticketverkauf gute Provisionen verdienen. Kontaktiere uns für weitere Informationen auf der Fanpage mit einer Privatnachricht:\nhttps://www.facebook.com/hypeevents.zh\n\n\n▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀ ANREISE ▀▀▀▀▀▀▀▀▀▀▀▀▀▀\n\nMit dem Zug bis Bhf. Hardbrücke -> Ab dort ist es ein 5 Minütiger Fussmarsch bis ins Escherwyss! Oder mit dem Tram 4/8 / Bus 72/33 bis Station Schiffbau.\n\n\n▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀ LOUNGEPAKETE ▀▀▀▀▀▀▀▀▀▀▀▀▀▀\n\nLoungepakete Eschy:\n\nSmall Lounge\n• 2 Flaschen Prosecco\n• 10 Flaschen Bier oder Eve\n• 5 Flaschen Salitos Ice\n• 1 Torte\n• Bevorzugter Einlass\n• Eintritt für 10 Personen\nPreis: 450.-\n\n\nHangover Lounge\n• 3 Flaschen Prosecco\n• 15 Flaschen Bier oder Eve\n• 15 Flaschen Salitos Ice\n• 1 Torte\n• Bevorzugter Einlass\n• Eintritt für 15 Personen\nPreis: 750.-',4
'GRATIS Eintritt und Cüpli für Ladies von 22 - 23 Uhr\n\nDJ VINCZ LEE\nDJ PLATINUM\nNIGHTSHIFT DJs\n\nFür LOUNGE / TISCH Reservation gehe auf: www.mascotte.ch/lounges oder E-Mail an: lounge@mascotte.ch oder Tel.: 044 260 15 80 ____________________________________________________________\n\nThursday\'s Finest!\n\nSeit über 13 Jahren sorgt die SILK im legendären Mascotte Club am Zürcher Bellevue für euphorisches Weekend-Feeling schon am Donnerstag. Hier legen die welt- und landesbesten Blackmusic-DJs auf für ein Publikum, das weiss, was es zum angemessenen Feiern braucht. Keine Party kann mit ihr mithalten, die DJs mixen um die Gunst der Gäste, und immer wieder überrascht das SILK-Team mit internationalen Special Gästen und jeder Menge anderer Goodies, als Dankeschön für die Treue der besten Partygänger der Stadt. Natürlich erhalten alle Frauen in der ersten Stunde gratis Einlass sowie ein erfrischendes Cüpli offeriert. SILK - DIE Blackmusic Party für alle jene, die auf fette Beats, smoothe Rhymes und die schönsten Tracks der Blackmusic-Welt stehen, und dies in einem Ambiente, das nicht an Kellerasseln denken lässt! This is YOUR night and the hottest one in town. Fo\' real!\n\nSILK - FINEST PARTY SINCE 2004!',4
'Was für eine Sängerin! Die Britin Hannah Williams zieht einen unmittelbar in den Bann mit ihrer kräftigen Stimme. Zusammen mit der Band The Affirmations verarbeitet sie Soul aus den 60ern mit Einflüssen aus Funk und Rock zu einer groovigen Masse. Und zwar so mitreissend, dass Jay-Z einen Song von Williams gleich als Grundlage für den grammynominierten Titeltrack «4:44» seines aktuellen Albums genutzt hat. Wer Beth Ditto oder Aretha Franklin mag, darf sich dieses Konzert auf keinen Fall entgehen lassen!\n\nHannah Williams & the Affirmations: \nHannah Williams voc, Hannah Nicholson voc, Victoria Klewin voc, James Graham p/organ/wurlitzer, Adam Holgate g, Liam Treasure tb, John Pratt sax, Adam Newton b, Jai Widdowson-Jones dr',4
'Es gibt zwei Arten von DJs: die szenig Coolen und die Amateure. Und dann gibt es noch DJ Marcelle. Die lässt sich schlicht und einfach nicht in konventionelle Kategorien packen. Die mag keine Musikgenres, sie mag (fast) alle Genres. Einer nach dem anderen landen die Leckerbissen aus ihrer Sammlung auf den Plattentellern. Die bescheidene Auswahl an 15 000 LPs in der mehrfach gestützten Wohnung in Amsterdam ist ein unerschöpflich kreativer Fundus: 50ies, Rock&Roll, Dancehall, Dub, Minimal, Hip-Hop, Breakcore, Techno, World-Music, Dubstep, Afrikanisches. Bei DJ Marcelle kommt (fast) alles unter die Nadel. Und alles tanzt. Bestimmt.\n\nLine-Up: DJ Marcelle',4
'★Friday 23.03.18 Night is SALSAVIDA Night★\n★VIDA PARTIES on 3 FLOORS★\n★ CUBA ★ PUERTO RICAN ★ BACHATA ★ KIZOMBA\n\nMain Floor ab 21:00 H\n● MUSIC BY DJ MONTUNO\n★Salsa Cubana ★Timba ★Son ★Cubaton ★Bachata\n★ENTERTAINMENT by ANDY GONZALO Cuba\n\n2nd Floor ab 21:00 H\n● MUSIC BY DJ NÕNÕ\n★Salsa Puertorriqueña ★ALL Style ★Bachata\n\n3rd Floor KIZOMBA 21:00 H\n● MUSIC BY DJ DERECK\n★Kizomba ★Tarraxinha ★Semba ★Afrohouse\n\nVERLOSUNG:\n★ 2 TICKETS FÜR SALSAVIDA PARTY\n\nDON’T MISS IT!!!\n\nEine unvergessliche Tanznacht, Spass, Freude und Unterhaltung ist dabei garantiert!\n\nEintritt CHF 15.-\n\nAlle Salsavida Events auf einen Blick online auf Facebook:\nhttps://www.facebook.com/pg/salsavida.ch/events/?ref=page_internal\n\noder auf salsa.ch\nhttp://salsa.ch/users/54ff10bf7669720cff290000/events\n\nWir freuen uns auf DICH!\nSALSAVIDA aqui se bailaaa!\n\nSaludos\nFrancesco & Salsavida Team\n\nSALSAVIDA im Q CLUB ZURICH\nFörrlibuckstrasse 151, 8005 Zürich\n\n♠ SAVE THE DATE ♠\nLATIN CONNECTION PARTY in VOLKSHAUS Zürich\nSATURDAY 05. MAY 2018\nWORKSHOPS & PARTY on 4 DANCEFLOORS\nhttps://www.facebook.com/events/252780415249985/',4
'Experimentierfreude und Abenteuerlust versprüht Weird Beard mit ihrem im Januar 2018 veröffentlichten, zweiten Album «Orientation», welches an diesem Abend im Moods getauft wird. Das Schweizer Quartett lässt sich von verschiedenen Stilen inspirieren, um einen zeitgenössischen Sound zu kreieren, der stark von Florian Eglis charaktervollem Saxofonspiel geprägt ist. Dynamische Tempi- und Stimmungswechsel halten die Spannung in ihren Songs hoch und geschickt gesetzte Effekte sorgen für zusätzliche Ecken und Kanten.\n\nLine-Up: Florian Egli sax/fx, Dave Gisler g, Martina Berther b, Rico Baumann dr',4
'Alles andere aber kein normaler Freitag!\n\nWir kosten das Wochenende gerne voll aus und bieten deshalb schon Freitags einzigartige Partys. Black Friday verspricht 100\% BLACK MUSIC.\nUnd damit ihr auch 100\% zufrieden seit, rocken DJ Trey und DJ Bayou die Turntables.\n\n-FREE ENTRY-',4
'FRAUEN AN DIE MICS (und an die Macht!) :)\n\nAm zweiten Donnerstag des Monats begrüssen wir nationale und internationale Talente auf unserer Bühne um zusammen zu jammen und an der anschliessenden Open Mic Session werden immer wieder neue Talente entdeckt.\n\nDieses Mal heisst es passend zum Weltfrauentag WOMEN IN THE ÜBERZAHL! Sängerinnen und Musikerinnen dominieren unsere Stage eine Nacht lang und zeigen, was sie können!\n\nWir finden, das weibliche Geschlecht ist in der Musikszene ungerechtfertigt nicht genügend vertreten und zeigen darum unsere feministische Seite. SUPPORT YOUR LOCAL FEMALES, ALWAYS!\n\nWeil starke Frauen auch starke Frauen unterstützen, dürfen wir an diesem Abend die Lesbenorganisation Schweiz \"LOS\" begrüssen - willkommen, ihr Lieben! \n\nNatürlich sind alle willkommen, als was auch immer ihr euch definiert, wir lieben euch alle. <3<3\n\nEintritt: Nume foif Stutz',4
'Latin Kiss Festival ist eine Nacht für Menschen die ausgehen um zu tanzen und die dies gerne mit Gleichgesinnten tun. Auf die Tanzfläche kommen hier ausschliesslich Sounds von jenseits des Atlantiks und aus den Sparten Latin, Mambo, Salsa und Bachata. An den Turntables stehen Raulito and friends.\n\n Salsa Party jeden Dienstag ab 21 Uhr, im schönen Hard One Club Zürich\n\n Salsa 90\%, Bachata 5\%, Kizomba 5\%\n\n Free Entry\n\n Location: Hard One, Hardstrasse 260, 8005 Zürich\n\n SALSA TANZKURSE BEI RAULITO\n 20-21 Uhr: Salsa On2 New York Style, Mittel-Fortg.\n Anspruchsvollere Pasitos und Figuren\n\n Weitere Infos unter www.raulito.ch\n Anmeldung an: info@raulito.ch\n\n Like unsere Facebookseite @Latin Kiss Festival\n\n LINKS\nwww.hardone.ch\nwww.raulito.ch\nwww.salsa.ch\n\n\n Freier Eintritt',4
'Wallace Roney wurde von Jazzlegende Miles Davis höchstpersönlich unterrichtet. Grossartiger Trompetenspieler der er ist, übernahm er Davis’ Rolle in dessen Tribute Band und teilte sich in seiner Karriere mit Jazzgrössen wie Herbie Hancock, Chick Corea, Ornette Coleman die Bühne. Davis’ Einfluss ist hörbar in Roneys Trompetenspiel; über die Jahre hat dieser aber seinen ganz eigenen charakteristischen Sound entwickelt.\n\nLine-Up: Wallace Roney tp, Emilio Modeste sax, Oscar Williams p, Curtis Lundy b, Eric Allen dr',4
'Wave, Post Punk, ein Bisschen 80s....hängen kannst du später! \nDepeche Mode, PJ Harvey, The Smiths - unsere \"Dark Night\" für Fledermäuse, Nachteulen und natürlich auch alle anderen Partypeople.\n\nGeöffnet ist ab 20 Uhr, ab 22 Uhr ist DJ Jesus 66 an den Plattentellern.',4
'Jedes Jahr zu Ostern grüsst im Moods der Stille Has. Solch schöne Traditionen gehören gewahrt, deshalb bringt die Band nochmals ihr im 2017 veröffentlichtes Album «Endosaurusrex» mit auf die Bühne. Inspiriert von «Märli» im Stile der Gebrüder Grimm hält Endo Anaconda der Gesellschaft den Zerrspiegel vor. In seinen bittersüssen Mundart-Versen hat sein Hans im Glück Depressionen, Bambi fährt auf Sadomaso ab, und selbst der Teufel muss zur Therapie. Natürlich macht ihn Tischleindeckdich krank, und das Schlaraffenland gibt es nur mit Magenband. Und nebenbei seziert Endo unsere kleine Welt, auf der Suche nach dem letzten Paradies, «wo’s nid so yklemmt isch wie hie».\n\nLine-Up: Endo Anaconda voc, Boris Klečić g/bj/tambura, Roman Wyss keyb, Andreas Wyss b, Andi Pupato perc',4
'Für LOUNGE / TISCH Reservation schreibe ein E-Mail an: argjent@restlezz.ch\n\nDJ K-RIM\nDJ K-RISMA\nBIG BOYS DJs\n\nMusic: R&B - HipHop - Partytunes - Blackmusic\n____________________________________________________________\n\nEvery last Friday!\n\nAuch im März steht der letzte Freitag des Monats ganz im Zeichen von \"nothing but the best of HipHop and R&B all night long\"! Denn es steigt die berüchtigte PLAZE TO BE Party! Auf dem Mainfloor spielt DJ K-RIM, die Szene kennt und schätzt ihn als einen der allerbesten im Land, den eher wilden sowie fätzigen HipHop und R&B von von alt bis ganz neu. Vermischt wird dies natürlich mit Club Krachern, die auch den letzten Allerwertesten zum Tanz bewegen. Support kriegt der Maestro von DJ K-Risma, auch er ist mittlerweile ein fester Bestandteil, wenn es um Black Music geht in Zürich, und die Big Boys DJs, welche mit ihrem ersten Album für viel Furore in der Szene sorgten. Im oberen Stock, dem Kosmos Floor, rocken DJ Mykel Rozenberg und DJ Mwp alle Lover der rhythmischen Töne. Denn hier läuft alter und neuer R&B die ganze Nacht. So kommt am Freitag, 30. März 2018, wirklich jeder Liebhaber der schwarzen Musik auf seine Kosten. Das PLAZA, übrigens grad auch noch den Swiss Nightlife Award zum dritten Mal nacheinander in der Kategorie \"Best Big Club\" abgestaubt, gilt, als einer der schönsten und eben grössten Clubs der Stadt! So macht das Spass und so lohnt es sich auch an einem Freitag die Nacht zur Freundin zu machen. This is simply the place to be - don\'t miss it.\n\nKosmos Floor: (2te Floor im oberen Stock)\n...strictly R&B all night long by MYKEL ROZENBERG & DJ MWP',4
'GRATIS Eintritt und Cüpli für Ladies von 22 - 23 Uhr\n\nDJ K-RIM\nDJ ROCKAY\nDJ MYKEL ROZENBERG\n\nFür LOUNGE / TISCH Reservation gehe auf: www.mascotte.ch/lounges oder E-Mail an: lounge@mascotte.ch oder Tel.: 044 260 15 80 ____________________________________________________________\n\nThursday\'s Finest!\n\nSeit über 13 Jahren sorgt die SILK im legendären Mascotte Club am Zürcher Bellevue für euphorisches Weekend-Feeling schon am Donnerstag. Hier legen die welt- und landesbesten Blackmusic-DJs auf für ein Publikum, das weiss, was es zum angemessenen Feiern braucht. Keine Party kann mit ihr mithalten, die DJs mixen um die Gunst der Gäste, und immer wieder überrascht das SILK-Team mit internationalen Special Gästen und jeder Menge anderer Goodies, als Dankeschön für die Treue der besten Partygänger der Stadt. Natürlich erhalten alle Frauen in der ersten Stunde gratis Einlass sowie ein erfrischendes Cüpli offeriert. SILK - DIE Blackmusic Party für alle jene, die auf fette Beats, smoothe Rhymes und die schönsten Tracks der Blackmusic-Welt stehen, und dies in einem Ambiente, das nicht an Kellerasseln denken lässt! This is YOUR night and the hottest one in town. Fo\' real!\n\nSILK - FINEST PARTY SINCE 2004!',4
'👂 spitzen, 👀 auf!\nDas Familienkonzert des Tonhalle-Orchester Zürichs bietet Entdeckungen für Ohren und Augen!\n------------------------------------------------\nEs benötigt einiges an Knowhow, um Noten lesen, Partituren analysieren und komplexe Kompositionen verstehen zu können. Doch wie kann man auch ohne musikalischem Vorwissen tiefer in klassische Musik eintauchen? Eine neue Software macht‘s möglich!\n\nMittels Partitur basierter Graphiken kann diese Software wie in einer herkömmlichen Partitur Tonhöhe, Dauer und das jeweilige Instrument abbilden. Dies jedoch nicht im herkömmlichen Notensystem, sondern mithilfe von bunten, animierten Formen.\n\nSchülerinnen und Schüler der Musikschule Konservatorium Zürich MKZ nehmen sich diese Software zu Hilfe und visualisieren die Vierte Sinfonie Beethovens in ihrer eigenen Interpretation. In diesem Prozess stellen sich ihnen verschiedenste Fragen: Welche Formen unterstützen das Hörerlebnis? Welche Hintergrundfarbe und Fliessgeschwindigkeit welcher Stimme zu welchem Zeitpunkt machen am meisten Sinn? Sollen dem Publikum alle Stimmen gleichzeitig gezeigt werden oder vielleicht manchmal nur eine versteckte Nebenstimme, die besonders wichtig erscheint?\n\nIn einer Live-Aufführung der Vierten Sinfonie Beethovens mit dem Tonhalle-Orchester Zürich werden ausgewählte Schülervisualisierungen auf Grossleinwand projiziert. Lassen Sie sich von der Kunst der jungen Visualisierer verzaubern und erleben Sie Beethovens Sinfonie auf eine komplett neue Art und Weise!',4
'Mit der letzten Après-Ski Party der Saison wird der Winter endgültig aus der Stadt vertrieben. Hinter den Plattentellern steht der legendäre Marco Mzee und sorgt mit der richtigen Musik dafür, dass auch der letzte Schnee schmilzt. Der Eintritt beträgt für Damen und Herren CHF 20.-.',4
'Music with Attitude from the 50s to the 90s.\n\nOb Elvis, The Doors, Sex Pistols, Depeche Mode, Nirvana, Desmond Dekker oder Martha Reeves, euch erwartet ein wilder Mix aus Rock, Punk, New Wave, Synthpop, Alternative, Rockabilly, Rocksteady, Motown, Northern Soul und vielem mehr.\n\nWer musikalisch keine Berührungsängste hat, wird mit dem Besten aus der alternativen Musik von 1950 bis 1999 belohnt werden. Und glaubt uns: Gerockt wurde damals wie heute!',4
'Wie können wir uns den kleinen Zwingli vorstellen, vierjährig oder sechsjährig, wie wuchs der junge Mann am Ende des 15. Jahrhunderts auf, als Kind mit sieben Geschwistern in Wildhaus, das später die Kirche und den Staat aus den Angeln hob?  Früh verliess er die Familie, um auf die Lateinschule zu gehen und begann in seiner Einsamkeit selbst, viele Instrumente zu lernen. Es ist die Zeit der Erfindung des Buchdrucks und der Entdeckung Amerikas, der Renaissance und des Humanismus, Zeit epochaler Umbrüche. Schauspieler und Musiker Jürg Kienberger versetzt sich in die Wahrnehmung und Welt des musikbegeisterten Zwingli und zeichnet in der gemeinsamen Arbeit mit Claudia Carigiet eine fiktive Biografie Zwinglis musikalischer Kindheit und seinen anfangs widerwillig beschrittenen Weg zum Reformator nach. – Eine musikalisch-leichtfüssige Hommage an eine aussergewöhnliche Persönlichkeit.\n\nMit Jürg Kienberger, Regie: Claudia Carigiet\nGefördert von ZH-REFORMATION.CH und im Rahmen von «Ganz allein für mich» \nRegie, Bühne und Kostüm: Claudia Carigiet\nDramaturgie: Inga Schonlau\nPremiere: Fr 16. März, 20.00 Uhr, Saal\n\nFoto: Claudia Carigiet',4
'The Baboon Show - Same Old Story\n\nSAME OLD STORY ist die erste  Single der schwedischen Band THE BABOON SHOW vom kommenden Albums RADIO REBELDE , welches am 16.02.2018 auf Kidnap Music erscheint. Der Song ist eine Interpretation des Stückes „Greppet hårdnar“ der aus Göteborg stammenden linken Working-Class Band Knutna Nävar, welche in den 70igern sehr aktiv war. \n\nDer Song zeigt zum einen eine neue und ernstere Seite der Band, zum anderen zeigt er  wieder einmal das einzigartige Gespür der Band fesselnde Songs und kämpferische Lyrics in eingängigem Songwriting zu vereinen. Definitiv ein Trademark der Band. \n\nDas dazugehörige Album mit dem Titel RADIO REBELDE erscheint am 16.02.2018 als LP, CD und Digital. Im Anschluss an die Veröffentlichung wird es eine ausgedehnte Tour der Band durch Schweden, Deutschland, Spanien und die USA geben.',4
